Brand,Model,Size_in,Throat_in,Diameter_mm,Z_ohm,Re_ohm,Le_mH,Bl_Tm,Sd_cm2,Mms_g,Mmd_g,Cms_mm_per_N,Vas_L,Fs_Hz,Qms,Qes,Qts,Rms_kg_per_s,Xmax_mm,Power_W,Sensitivity_dB,XO_min_Hz,Freq_low_Hz,Source_URL
B&C,DE880TN,,1.4,124,16.0,,0.12,,,,,,,,,,,,,110,109,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE880TN
B&C,DE885TN,,2.0,124.0,8.0,,0.1,,,,,,,,,,,,,110.0,108.5,1000.0,800.0,
B&C,DE885TN,,2.0,124.0,16.0,,0.1,,,,,,,,,,,,,110.0,109.5,1000.0,800.0,
B&C,DE900,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE900TN,,1.4,131,8.0,,0.14,,,,,,,,,,,,,110,108.5,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE900TN
B&C,DE90TN,,1.4,170,8.0,,0.14,,,,,,,,,,,,,110,107.5,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE90TN
B&C,DE90TN,,1.4,170,16.0,,0.14,,,,,,,,,,,,,110,108,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE90TN
B&C,DE910,,1.3,131,8.0,,0.14,,,,,,,,,,,,,80,109.5,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.3/8/DE910
B&C,DE910TN,,1.3,131,8.0,,0.14,,,,,,,,,,,,,110,108.5,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.3/8/DE910TN
B&C,DE910TN,,1.3,131,16.0,,0.14,,,,,,,,,,,,,110,109,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.3/16/DE910TN
B&C,DE914TN,,1.4,131,8.0,,0.14,,,,,,,,,,,,,110,108,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE914TN
B&C,DE914TN,,1.4,131,16.0,,0.12,,,,,,,,,,,,,110,108.5,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE914TN
B&C,DE920TN,,1.4,131.0,8.0,,0.14,,,,,,,,,,,,,110.0,108.5,1200.0,1000.0,
B&C,DE950,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE950TN,,2.0,131.0,8.0,,0.14,,,,,,,,,,,,,110.0,108.5,800.0,1000.0,
B&C,DE95TN,,2.0,170,8.0,,0.14,,,,,,,,,,,,,110,107.5,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE95TN
B&C,DE95TN,,2.0,170,16.0,,0.14,,,,,,,,,,,,,110,108.5,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/16/DE95TN
B&C,DE980TN,,1.4,131,8.0,,0.1,,,,,,,,,,,,,110,108.5,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE980TN
B&C,DE980TN,,1.4,131,16.0,,0.1,,,,,,,,,,,,,110,108.5,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE980TN
B&C,DE985TN,,2.0,131.0,8.0,,0.1,,,,,,,,,,,,,110.0,108.5,800.0,500.0,
B&C,DE985TN,,2.0,131.0,16.0,,0.1,,,,,,,,,,,,,110.0,109.5,800.0,500.0,
B&C,DE990TN,,1.4,118.0,8.0,,0.1,,,,,,,,,,,,,100.0,107.5,1000.0,500.0,
B&C,DE990TN,,1.4,118.0,16.0,,0.1,,,,,,,,,,,,,100.0,108.5,1000.0,500.0,
B&C,DE991TN,,1.4,115,8.0,,0.1,,,,,,,,,,,,,100,108,1000.0,800.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE991TN
B&C,DE991TN,,1.4,115,16.0,,0.11,,,,,,,,,,,,,100,108,1000.0,800.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE991TN
B&C,DH350,,1.0,48,4.0,,0.06,,,,,,,,,,,,,15,108,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/4/DH350
B&C,DH350,,1.0,48,8.0,,0.09,,,,,,,,,,,,,15,108,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DH350
B&C,DH350,,1.0,48,16.0,,0.15,,,,,,,,,,,,,15,109.5,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DH350
B&C,DH350H,,1.0,48,4.0,,0.06,,,,,,,,,,,,,30,108,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/4/DH350H
B&C,DH350H,,1.0,48,8.0,,0.09,,,,,,,,,,,,,30,108,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DH350H
B&C,DH350H,,1.0,48,16.0,,0.15,,,,,,,,,,,,,30,109.5,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DH350H
B&C,DH450,,1.0,69,8.0,,0.16,,,,,,,,,,,,,20,109,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DH450
B&C,DH450,,1.0,69,16.0,,0.22,,,,,,,,,,,,,20,110,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DH450
B&C,DH450H,,1.0,69,8.0,,0.16,,,,,,,,,,,,,40,109,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DH450H
B&C,DH450H,,1.0,69,16.0,,0.22,,,,,,,,,,,,,40,110,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DH450H
Beyma,10BR60/V2,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10CMV2,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10CX300/Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10G40,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,10G40,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,10G40,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10MC500,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,10MC700ND,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10MCB700,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10MCF400Nd,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,10MCS500,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10MI100,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,10MI100-alt,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10NMFS,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10WR300,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,10WR300-alt,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10WRS300,,,,,,,,,,,,,,,,,,,,,,,
Beyma,10WRS300-alt,,,,,,,,,,,,,,,,,,,,,,,
Beyma,12BR70,12.0,,,8.0,5.6,0.8,12.1,540.0,74.0,,,142.0,31.0,4.44,0.56,0.5,,8.0,125.0,93.0,,,
Beyma,12CMV2,,,,,,,,,,,,,,,,,,,,,,,
Beyma,12CMV3,12.0,,,8.0,6.1,0.89,12.3,530.0,,,,85.0,52.0,10.6,0.58,0.55,,7.0,320.0,96.5,,,
Beyma,12CXA400Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,12G40,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,12G40,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,12G40,,,,,,,,,,,,,,,,,,,,,,,
Beyma,12GA50,12.0,,,8.0,6.2,0.6,10.0,530.0,34.0,,,34.0,90.0,14.8,1.26,1.16,,3.0,250.0,102.0,,,
Beyma,12LEX1000Fe,12.0,,,8.0,5.4,1.7,24.6,550.0,118.0,,,38.4,49.0,3.6,0.32,0.3,,11.0,1000.0,95.0,,,
Beyma,12LEX1300Nd,12.0,,,8.0,5.0,1.3,26.4,550.0,125.0,,,43.0,45.0,4.2,0.25,0.24,,11.0,1300.0,96.0,,,
Beyma,12LX60V2,12.0,,,8.0,5.1,2.1,20.0,550.0,102.0,,,43.0,49.0,15.3,0.4,0.38,,9.0,700.0,96.0,,,
Beyma,12MC500,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,12MC500,12.0,,,8.0,5.6,0.7,18.3,550.0,59.0,,,57.0,57.0,7.8,0.35,0.34,,8.0,500.0,98.0,,,
Beyma,12MC700Nd,12.0,,,8.0,5.2,1.0,21.6,550.0,72.0,,,58.0,51.0,4.1,0.26,0.24,,7.0,700.0,99.0,,,
Beyma,12MCB700,12.0,,,8.0,5.4,0.9,20.4,550.0,69.0,,,59.5,51.0,3.9,0.29,0.27,,7.0,700.0,98.0,,,
Beyma,12MCS500,,,,,,,,,,,,,,,,,,,,,,,
Beyma,12MI100,12.0,,,8.0,6.3,1.0,21.6,530.0,47.0,,,64.0,58.0,5.5,0.23,0.22,,3.0,450.0,100.0,,,
Beyma,12P1000Nd,12.0,,,8.0,5.1,2.0,23.5,550.0,100.0,,,49.0,47.0,7.9,0.27,0.26,,8.0,900.0,96.0,,,
Beyma,12P80FE/V2,,,,,,,,,,,,,,,,,,,,,,,
Beyma,12P80Nd/V2,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,12P80Nd/V2,12.0,,,8.0,5.0,0.9,23.7,550.0,74.0,,,65.0,47.0,5.2,0.2,0.19,,7.5,700.0,100.0,,,
Beyma,12WR400,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,12WR400,12.0,,,8.0,5.6,1.0,18.0,530.0,,,,91.0,42.0,5.6,0.28,0.27,,6.3,400.0,97.0,,,
Beyma,12WRS400,12.0,,,8.0,5.6,1.3,17.4,530.0,63.0,,,91.0,42.0,7.7,0.31,0.29,,6.3,400.0,97.0,,,
Beyma,14MC700ND,,,,,,,,,,,,,,,,,,,,,,,
Beyma,15CMV2,15.0,,,8.0,6.0,1.2,18.8,880.0,106.0,,,104.0,49.0,4.1,0.55,0.49,,7.0,350.0,97.0,,,
Beyma,15CXA400Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,15LEX1000Fe,15.0,,,8.0,5.4,1.7,23.2,880.0,,,,116.0,41.0,5.1,0.37,0.34,,11.0,1000.0,97.0,,,
Beyma,15LEX1000Nd,15.0,,,8.0,5.2,1.1,21.9,880.0,147.0,,,113.0,41.0,3.9,0.41,0.37,,10.0,1000.0,97.0,,,
Beyma,15LEX1200Nd,15.0,,,8.0,5.1,1.5,26.4,880.0,164.0,,,127.0,36.0,6.2,0.32,0.3,,11.0,1200.0,97.0,,,
Beyma,15LEX1600Fe,15.0,,,8.0,5.3,1.7,25.8,880.0,179.0,,,106.0,38.0,6.9,0.34,0.33,,13.0,1600.0,96.0,,,
Beyma,15LEX1600Nd,15.0,,,8.0,5.5,1.6,25.7,880.0,175.0,,,91.0,41.0,6.6,0.38,0.36,,14.5,1600.0,96.0,,,
Beyma,15LX60V2,15.0,,,8.0,5.1,2.1,21.1,910.0,147.0,,,105.53,42.0,21.23,0.45,0.44,,8.0,700.0,98.0,,,
Beyma,15MC500,15.0,,,8.0,5.6,1.1,18.3,880.0,98.0,,,134.0,46.0,7.8,0.47,0.45,,8.0,500.0,98.0,,,
Beyma,15MC700Nd,15.0,,,8.0,5.2,0.8,22.6,880.0,107.0,,,105.0,49.0,3.6,0.34,0.31,,7.0,700.0,100.0,,,
Beyma,15MCB700,15.0,,,8.0,5.3,0.9,20.0,880.0,96.0,,,148.0,44.0,5.4,0.36,0.34,,7.0,700.0,99.0,,,
Beyma,15MCB70Z,,,,,,,,,,,,,,,,,,,,,,,
Beyma,15MCS500,,,,,,,,,,,,,,,,,,,,,,,
Beyma,15MLEX1000Nd,15.0,,,8.0,5.3,1.3,26.0,880.0,,,,167.0,38.0,7.2,0.21,0.21,,11.0,1000.0,100.0,,,
Beyma,15P1000FeV2,15.0,,,8.0,5.2,1.5,27.4,855.0,157.0,,,80.7,45.0,5.86,0.31,0.3,,8.0,1000.0,98.0,,,
Beyma,15P80Fe/N,15.0,,,8.0,5.3,1.2,22.1,880.0,88.0,,,305.0,32.0,5.5,0.19,0.18,,7.5,800.0,101.0,,,
Beyma,15P80Nd,15.0,,,8.0,5.1,0.8,23.8,880.0,98.0,,,184.0,39.0,5.1,0.22,0.21,,7.5,800.0,101.0,,,
Beyma,15QLEX1600Fe,15.0,,,8.0,5.3,3.7,35.6,880.0,254.0,,,102.0,33.0,6.3,0.22,0.21,,13.0,1600.0,96.0,,,
Beyma,15WR400,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,15WR400,15.0,,,8.0,5.6,1.0,19.2,880.0,91.0,,,236.0,36.0,8.2,0.31,0.3,,6.3,400.0,99.0,,,
Beyma,15WRS400,,,,4.0,,,,,,,,,,,,,,,,,,,
Beyma,15WRS400,15.0,,,8.0,5.6,1.1,18.2,880.0,91.0,,,236.0,36.0,9.1,0.35,0.33,,6.3,400.0,98.5,,,
Beyma,18G550/S,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LEX1000Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LEX1000ND,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LEX1200Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LEX1200Nd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LEX1600Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LEX1600Nd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18LX60V2/S,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18P1000FeV2/S,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18PW1400FE/S,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18PWB1000FE/S,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18QLEX1600Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,18WRS600,,,,8.0,,,,,,,,,,,,,,,,,,,
Beyma,21LEX1600Nd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,21QLEX1600Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,4FR40,,,,,,,,,,,,,,,,,,,,,,,
Beyma,5G40Nd/N,5.0,,,8.0,6.6,0.2,10.0,85.0,9.0,,,1.4,140.0,2.8,0.53,0.45,,3.0,100.0,92.0,,,
Beyma,5MP60/N,5.0,,,8.0,5.33,0.2,6.4,85.0,11.0,,,5.8,63.0,2.3,0.58,0.46,,5.5,50.0,88.0,,,
Beyma,5P200Fe,5.0,,,8.0,5.2,0.6,8.5,95.0,10.0,,,5.7,72.0,7.5,0.35,0.33,,5.7,150.0,92.0,,,
Beyma,5P200nd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,5P200Nd/N,5.0,,,8.0,5.3,0.28,10.5,95.0,11.0,,,4.8,77.0,7.31,0.24,0.23,,5.7,150.0,92.0,,,
Beyma,6B30/P,6.0,,,8.0,5.5,0.3,6.8,140.0,14.0,,,15.6,56.0,3.0,0.6,0.5,,5.5,50.0,90.0,,,
Beyma,6CMV2,6.0,,,8.0,5.3,0.5,9.4,140.0,13.0,,,6.5,90.0,1.4,0.45,0.34,,5.7,220.0,94.0,,,
Beyma,6CX200Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,6G40nd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,6G40Nd/N,6.0,,,8.0,6.0,0.2,10.6,140.0,13.0,,,3.7,100.0,2.33,0.45,0.38,,3.0,170.0,94.0,,,
Beyma,6MCF200Nd,6.0,,,8.0,6.2,0.1,18.1,140.0,15.0,,,0.27,406.0,10.3,0.77,0.72,,2.5,200.0,97.0,,,
Beyma,6MI100,6.0,,,8.0,6.0,0.2,10.8,140.0,14.0,,,3.1,128.0,8.6,0.55,0.51,,3.0,250.0,94.0,,,
Beyma,6NMFW,6.0,,,8.0,5.8,0.95,14.0,154.0,45.0,,,11.0,40.0,7.5,0.35,0.34,,9.0,200.0,87.0,,,
Beyma,6P200Fe,6.0,,,8.0,4.9,0.3,10.5,135.0,17.0,,,11.1,58.0,4.6,0.27,0.26,,5.0,200.0,93.0,,,
Beyma,6P200Nd,6.0,,,8.0,5.3,0.6,10.5,135.0,17.0,,,11.9,56.0,3.7,0.32,0.29,,5.5,200.0,92.0,,,
Beyma,8BR40/N,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8CMV2,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8CX300Fe,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8G40,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8MC300Nd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8MC500ND,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8MI100,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8NMFW,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8P300FE/N,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8WR300,,,,,,,,,,,,,,,,,,,,,,,
Beyma,8WRS300,,,,,,,,,,,,,,,,,,,,,,,
Beyma,AST05,,,,,,,,,,,,,,,,,,,,,,,
Beyma,AST09,,,,,,,,,,,,,,,,,,,,,,,
Beyma,AST22,,,,,,,,,,,,,,,,,,,,,,,
Beyma,CD-1014Fe/N,,1.4,120,8.0,4.3,,6.6,,,,,,,,,,,,70,110,1.2,700,https://www.beyma.com/en/products/c/compression-driver/1CD1014FEN8/motor-cd-1014fe-n-8-oh/
Beyma,CD-101Fe/PK,,1,90.4,8.0,6,,2.3,,,,,,,,,,,,40,108,2,2000,https://www.beyma.com/en/products/c/compression-driver/1CD101FEPK8/motor-cd-101fe-pk-8-oh/
Beyma,CD-101Fe/PT,,1,90.4,8.0,6,,2.3,,,,,,,,,,,,40,108,2,2000,https://www.beyma.com/en/products/c/compression-driver/1CD101FEPT8/motor-cd-101fe-pt-8-oh/
Beyma,CD-101Nd/PK,,1,90.4,8.0,6,,3,,,,,,,,,,,,40,110,2,2000,https://www.beyma.com/en/products/c/compression-driver/1CD101NDPK8/motor-cd-101nd-pk-8-oh/
Beyma,CD-101Nd/PT,,1,90.4,8.0,6,,3,,,,,,,,,,,,40,110,2,2000,https://www.beyma.com/en/products/c/compression-driver/1CD101NDPT8/motor-cd-101nd-pt-8-oh/
Beyma,CD-10Fe/N,,1,100,8.0,4.3,,6.6,,,,,,,,,,,,70,109,1.2,700,https://www.beyma.com/en/products/c/compression-driver/1CD10FEN8/motor-cd-10fe-n-8-oh/
Beyma,CD-10Nd/N,,1,100,8.0,4.3,,8.9,,,,,,,,,,,,70,111,1.2,700,https://www.beyma.com/en/products/c/compression-driver/1CD10NDN8/motor-cd-10nd-n-8-oh/
Beyma,CD-1114Fe,,1.4,110,8.0,4.4,,6.6,,,,,,,,,,,,70,109,1.5,700,https://www.beyma.com/en/products/c/compression-driver/1CD1114FE8/motor-cd-1114fe-8-oh/
Beyma,CD-11Fe,,1,110,8.0,4.3,,6.6,,,,,,,,,,,,70,109,1.5,700,https://www.beyma.com/en/products/c/compression-driver/1CD11FE8/motor-cd-11fe-8-oh/
Beyma,CD-11Nd,,1,100,8.0,4.3,,,,,,,,,,,,,,70,111,1.5,700,https://www.beyma.com/en/products/c/compression-driver/1CD11ND8/motor-cd-11nd-8-oh/
Beyma,CD-14Fe,,1.4,145,8.0,5.3,,9.1,,,,,,,,,,,,60,107,800,500,https://www.beyma.com/en/products/c/compression-driver/1CD14FE8/motor-cd-14fe-8-oh/
Beyma,CD-14Nd,,1.4,120,8.0,5.3,,10,,,,,,,,,,,,60,108,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD14ND8/motor-cd-14nd-8-oh/
Beyma,CD-151Fe/PK,,1,102,8.0,4.5,,6,,,,,,,,,,,,70,110,1.8,900,https://www.beyma.com/en/products/c/compression-driver/1CD151FEPK8/motor-cd-151fe-pk-8-oh/
Beyma,CD-151Fe/PT,,1,102,8.0,4.5,,6,,,,,,,,,,,,70,110,1.8,900,https://www.beyma.com/en/products/c/compression-driver/1CD151FEPT8/motor-cd-151fe-pt-8-oh/
Beyma,CD-171Fe/PK,,1,120,8.0,4.1,,5.4,,,,,,,,,,,,80,109,1.4,800,https://www.beyma.com/en/products/c/compression-driver/1CD171FEPK8/motor-cd-171fe-pk-8-oh/
Beyma,CD-171Fe/PT,,1,120,8.0,4.1,,5.4,,,,,,,,,,,,80,108,1.2,800,https://www.beyma.com/en/products/c/compression-driver/1CD171FEPT8/motor-cd-171fe-pt-8-oh/
Beyma,CD-1Fe(EMB),,1,85,8.0,5.9,,,,,,,,,,,,,,20,109,2,1000,https://www.beyma.com/en/products/c/compression-driver/1CD1FEM8/motor-cd-1fe-8-oh-emb-mult-9/
Beyma,CD-1Nd,,1,64,8.0,5.1,,,,,,,,,,,,,,20,110,2,1000,https://www.beyma.com/en/products/c/compression-driver/1CD1ND8/motor-cd-1nd-8-oh/
Beyma,CD-1Nd(EMB),,1,64,8.0,5.1,,,,,,,,,,,,,,20,110,2,1000,https://www.beyma.com/en/products/c/compression-driver/1CD1NDM8/motor-cd-1nd-8-oh-emb-mult/
Beyma,CD-2514Fe/PK,,1.4,145,8.0,4.4,,6.3,,,,,,,,,,,,100,109,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD2514FEPK8/motor-cd-2514fe-pk-8-oh/
Beyma,CD-2514Fe/PT,,1.4,145,8.0,4.4,,6.3,,,,,,,,,,,,100,108.5,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD2514FEPT8/motor-cd-2514fe-pt-8-oh/
Beyma,CD-2514Fe/Ti,,1.4,145,8.0,4.4,,6.3,,,,,,,,,,,,100,108,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD2514FETI8/motor-cd-2514fe-ti-8-oh/
Beyma,CD-2514Nd/PK,,1.4,109,8.0,4.4,,8.5,,,,,,,,,,,,100,109.5,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD2514NDPK8/motor-cd-2514nd-pk-8-oh/
Beyma,CD-2514Nd/PT,,1.4,109,8.0,4.4,,8.5,,,,,,,,,,,,100,109,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD2514NDPT8/motor-cd-2514nd-pt-8-oh/
Beyma,CD-2514Nd/Ti,,1.4,109,8.0,4.4,,8.5,,,,,,,,,,,,100,108.5,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD2514NDTI8/motor-cd-2514nd-ti-8-oh/
Beyma,CD-314Fe/Ti,,1.4,165,8.0,4.4,,9.5,,,,,,,,,,,,130,109,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD314FETI8/motor-cd-314fe-ti-8-oh/
Beyma,CD-314Nd/Ti,,1.4,109,8.0,4.4,,10,,,,,,,,,,,,130,110,800,600,https://www.beyma.com/en/products/c/compression-driver/1CD314NDTI8/motor-cd-314nd-ti-8-oh/
Beyma,CD-320Fe/Ti,,2,165,8.0,4.4,,9.5,,,,,,,,,,,,130,110,800,500,https://www.beyma.com/en/products/c/compression-driver/1CD320FETI8/motor-cd-320fe-ti-8-oh/
Beyma,CD-320Nd/Ti,,2,112,8.0,4.4,,10,,,,,,,,,,,,130,110,800,500,https://www.beyma.com/en/products/c/compression-driver/1CD320NDTI8/motor-cd-320nd-ti-8-oh/
Beyma,CD10/FE,,,,,,,,,,,,,,,,,,,,,,,
Beyma,CD1S,,1,73,8.0,5.4,,4.6,,,,,,,,,,,,30,106,2.5,2000,https://www.beyma.com/en/products/c/compression-driver/1CD1S8/motor-cd1s-8-oh/
Beyma,CP,,,,16.0,,,,,,,,,,,,,,,,,,,
Beyma,CP-12/N,,,,,,,,,,,,,,,,,,,,,,,
Beyma,CP-22,,,,,,,,,,,,,,,,,,,,,,,
Beyma,CP-385Nd,,1,100,8.0,4.7,,7.5,,,,,,,,,,,,70,109,1.5,800,https://www.beyma.com/en/products/c/compression-driver/1CP385N8/motor-cp-385nd-8-oh/
Beyma,CP-750/Ti,,2,192,8.0,5.5,,10,,,,,,,,,,,,70,110,800,600,https://www.beyma.com/en/products/c/compression-driver/1CP75TI8/motor-cp-750-ti-8-oh/
Beyma,CP-755/Ti,,1.4,192,8.0,5.5,,10,,,,,,,,,,,,70,110,800,600,https://www.beyma.com/en/products/c/compression-driver/1CP755TI8/motor-cp-755-ti-8-oh/
Beyma,CP-755Nd,,1.4,145,8.0,5.5,,11.5,,,,,,,,,,,,60,110,800,600,https://www.beyma.com/en/products/c/compression-driver/1CP755ND8/motor-cp-755nd-8-oh/
Beyma,CP-800/Ti,,2,228,8.0,5.6,,15,,,,,,,,,,,,100,112,500,500,https://www.beyma.com/en/products/c/compression-driver/1CP80TI8/motor-cp-800-ti-8-oh/
Beyma,CP-850Nd,,2,165,8.0,5.6,,16.5,,,,,,,,,,,,100,112,500,500,https://www.beyma.com/en/products/c/compression-driver/1CP85ND8/motor-cp-850nd-8-oh/
Beyma,CP380M,,,,,,,,,,,,,,,,,,,,,,,
Beyma,PRO6WNd,,,,,,,,,,,,,,,,,,,,,,,
Beyma,SMC-225/Nd,,1,80,8.0,5.6,,8,,,,,,,,,,,,40,108,1.5,800,https://www.beyma.com/en/products/c/compression-driver/1SMC225ND8/motor-smc-225-nd-8-oh/
Beyma,SMC-280/N,,1,102,8.0,5.6,,8.5,,,,,,,,,,,,50,105,1.5,800,https://www.beyma.com/en/products/c/compression-driver/1SMC28N8/motor-smc-280-n-8-oh/
Beyma,SMC-60,,2,156,8.0,5.5,,8.8,,,,,,,,,,,,80,109,800,500,https://www.beyma.com/en/products/c/compression-driver/1SMC608R/motor-smc-60-8-oh/
Beyma,SMC-65,,1.4,156,8.0,5.5,,8.8,,,,,,,,,,,,50,107,800,700,https://www.beyma.com/en/products/c/compression-driver/1SMC658/motor-smc-65-8-oh/
Beyma,SMC-65Nd,,1.4,123,8.0,5.5,,11.3,,,,,,,,,,,,70,108,800,600,https://www.beyma.com/en/products/c/compression-driver/1SMC65ND8R/motor-smc-65-nd-8-oh/
Beyma,SMC-8060/N,,1,140,8.0,4.3,,8.5,,,,,,,,,,,,50,107,1.5,800,https://www.beyma.com/en/products/c/compression-driver/1SMC8060N8/motor-smc-8060-n-8-oh/
Beyma,TPL200/H,,,,,,,,,,,,,,,,,,,,,,,
BlieSMa,M142P-6,,,,,,,,,,,,,,,,,,,,,,,
BMS,12N630,12.0,,,8.0,6.0,0.68,19.8,498.0,127.0,,,85.5,28.6,6.24,0.35,0.33,,8.0,600.0,96.0,,,
BMS,12S330,12.0,,,8.0,6.0,0.7,23.0,498.0,127.0,,,85.5,28.6,5.9,0.25,0.24,,8.0,600.0,96.0,,,
BMS,4505ND,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-88.html?id=bms_4505nd
BMS,4507ND,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-89.html?id=bms_4507nd
BMS,4508HE,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-434.html?id=4508he_overview0
BMS,4508ND,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-90.html?id=bms_4508nd
BMS,4510ND,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-86.html?id=bms_4510nd
BMS,4512ND,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-87.html?id=bms_4512nd
BMS,4524,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-101.html?id=bms_4524
BMS,4526HE,,0.63,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-430.html?id=4526he_overview0
