Brand,Model,Size_in,Throat_in,Diameter_mm,Z_ohm,Re_ohm,Le_mH,Bl_Tm,Sd_cm2,Mms_g,Mmd_g,Cms_mm_per_N,Vas_L,Fs_Hz,Qms,Qes,Qts,Rms_kg_per_s,Xmax_mm,Power_W,Sensitivity_dB,XO_min_Hz,Freq_low_Hz,Source_URL
18Sound,ND2060A,,2.0,132,8.0,,,,,,,,,,,,,,,80,110.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/2-0/8/ND2060A
18Sound,nd2060a,,2.0,132,16.0,,,,,,,,,,,,,,,80,110.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/2-0/16/nd2060a%2016ohm
18Sound,ND2080,,2.0,131,8.0,,,,,,,,,,,,,,,100,110.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/2-0/8/ND2080
18Sound,nd2080,,2.0,131,16.0,,,,,,,,,,,,,,,100,110.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/2-0/16/nd2080%2016ohm
18Sound,ND2080A,,2.0,131,8.0,,,,,,,,,,,,,,,80,111.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/2-0/8/ND2080A
18Sound,nd2080a,,2.0,131,16.0,,,,,,,,,,,,,,,80,112.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/2-0/16/nd2080a%2016ohm
18Sound,ND2T,,1.4,104,8.0,,,,,,,,,,,,,,,80,110.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/ND2T
18Sound,nd2t,,1.4,104,16.0,,,,,,,,,,,,,,,80,110.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nd2t%2016ohm
18Sound,nd32st,,2.0,120,8.0,,,,,,,,,,,,,,,120,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/2-0/8/nd32st
18Sound,nd32st,,2.0,120,16.0,,,,,,,,,,,,,,,120,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/2-0/16/nd32st%2016ohm
18Sound,ND3A,,1.4,109,8.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/ND3A
18Sound,nd3a,,1.4,109,16.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nd3a
18Sound,ND3BE,,1.4,109,8.0,,,,,,,,,,,,,,,90,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/ND3BE
18Sound,ND3G,,1.4,109,8.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/ND3G
18Sound,ND3N,,1.4,109,16.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/ND3N
18Sound,nd3sa,,1.4,120,8.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/nd3sa
18Sound,nd3sa,,1.4,120,16.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nd3sa%2016%20ohm
18Sound,nd3sn,,1.4,120,8.0,,,,,,,,,,,,,,,120,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/nd3sn
18Sound,nd3sn,,1.4,120,16.0,,,,,,,,,,,,,,,120,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nd3sn--2
18Sound,ND3ST,,1.4,120,8.0,,,,,,,,,,,,,,,120,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/ND3ST
18Sound,nd3st,,1.4,120,16.0,,,,,,,,,,,,,,,120,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nd3st
18Sound,ND3T,,1.4,109,8.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/ND3T
18Sound,nd3t,,1.4,109,16.0,,,,,,,,,,,,,,,110,112.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nd3t--2
18Sound,ND4015BE,,1.5,150,8.0,,,,,,,,,,,,,,,140,113.0,1000.0,900.0,https://eighteensound.it/en/products/hf-driver/1-5/8/ND4015BE
18Sound,ND4015Ti2,,1.5,150,8.0,,,,,,,,,,,,,,,160,113.0,800.0,800.0,https://eighteensound.it/en/products/hf-driver/1-5/8/ND4015Ti2
18Sound,nd4015ti2,,1.5,150,16.0,,,,,,,,,,,,,,,160,113.0,800.0,800.0,https://eighteensound.it/en/products/hf-driver/1-5/16/nd4015ti2-16
18Sound,nd4020ti2,,2.0,150,8.0,,,,,,,,,,,,,,,160,113.0,800.0,600.0,https://eighteensound.it/en/products/hf-driver/2-0/8/nd4020ti2
18Sound,NSD1095N,,1.0,93,8.0,,,,,,,,,,,,,,,50,110.0,1600.0,1600.0,https://eighteensound.it/en/products/hf-driver/1-0/8/NSD1095N
18Sound,nsd1095n,,1.0,93,16.0,,,,,,,,,,,,,,,50,110.0,1600.0,1600.0,https://eighteensound.it/en/products/hf-driver/1-0/16/nsd1095n%2016ohm
18Sound,NSD1424BTN,,1.4,116,8.0,,,,,,,,,,,,,,,70,110.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/8/NSD1424BTN
18Sound,nsd1424btn,,1.4,116,16.0,,,,,,,,,,,,,,,70,110.0,1200.0,800.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nsd1424btn
18Sound,NSD1480N,,1.4,131,8.0,,,,,,,,,,,,,,,100,111.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/1-4/8/NSD1480N
18Sound,nsd1480n,,1.4,131,16.0,,,,,,,,,,,,,,,100,111.0,800.0,500.0,https://eighteensound.it/en/products/hf-driver/1-4/16/nsd1480n
18Sound,NSD4015N,,1.5,150,8.0,,,,,,,,,,,,,,,160,111.0,800.0,800.0,https://eighteensound.it/en/products/hf-driver/1-5/8/NSD4015N
18Sound,XD125,,1.0,,8.0,,,,,,,,,,,,,,,25,109.0,2500.0,2000.0,https://eighteensound.it/en/products/hf-driver/1-0/8/XD125
Accuton,AS190-4-251,,,,,,,,,,,,,,,,,,,,,,,
Accuton,AS190-9-251,,,,,,,,,,,,,,,,,,,,,,,
Accuton,C158-6-851,,,,,,,,,,,,,,,,,,,,,,,
Accuton,C168-6-890,,,,,,,,,,,,,,,,,,,,,,,
Accuton,C168-6-990,,,,,,,,,,,,,,,,,,,,,,,
Accuton,C173-6-191,,,,,,,,,,,,,,,,,,,,,,,
Accuton,C90-6-078,,,,,,,,,,,,,,,,,,,,,,,
Accuton,S220-6-222,,,,,,,,,,,,,,,,,,,,,,,
Avantone,AV-10Tweeter,,,,,,,,,,,,,,,,,,,,,,,
Avantone,AV-10Woofer,,,,,,,,,,,,,,,,,,,,,,,
Avantone,AV10-MHFAged,,,,,,,,,,,,,,,,,,,,,,,
B&C,10BG76,10.0,,,8.0,4.1,1.37,22.4,320.0,91.4,,,16.7,49.0,5.74,0.23,0.22,,9.6,500.0,91.5,,,
B&C,10CL51,10.0,,,8.0,5.2,0.8,11.6,320.0,30.5,,,36.0,58.0,3.5,0.42,0.38,,5.5,150.0,96.0,,,
B&C,10CL64,10.0,,,8.0,5.3,1.17,16.3,320.0,41.6,,,22.2,63.0,5.1,0.33,0.31,,5.2,250.0,96.0,,,
B&C,10CLA64,10.0,,,8.0,5.5,0.9,14.5,320.0,36.0,,,18.5,74.0,6.8,0.45,0.42,,5.0,250.0,96.0,,,
B&C,10CLA64,10.0,,,16.0,10.6,0.7,18.8,320,33.6,,,21.0,72.0,3.8,0.46,0.41,,4.5,500,96.0,,,
B&C,10CLA76,10.0,,,8.0,5.2,1.14,18.55,320.0,44.7,,,16.4,71.0,6.72,0.3,0.29,,6.5,400.0,96.5,,,
B&C,10FL64,10.0,,,8.0,5.6,0.7,16.0,320,38.0,,,23.0,63.0,5.4,0.34,0.32,,5.0,500,96.0,,,
B&C,10FW64,10.0,,,8.0,5.0,0.9,16.4,320.0,34.0,,,27.0,63.0,3.4,0.25,0.23,,5.0,250.0,98.0,,,
B&C,10HPL51,10.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,10HPL64,10.0,,,8.0,5.4,0.5,15.0,320,29.0,,,32.0,61.0,4.5,0.33,0.31,,4.0,400,98.5,,,
B&C,10HPL64,,,,16.0,,,,,,,,,,,,,,,,,,,
B&C,10HPL64-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,10MBX64,10.0,,,8.0,5.5,0.39,16.9,346.0,32.0,,,28.0,65.0,5.6,0.27,0.26,,4.0,350.0,100.0,,,
B&C,10MBX64,10.0,,,16.0,10.2,0.57,20.5,346,30.0,,,30.0,65.0,5.8,0.32,0.3,,4.0,700,100.0,,,
B&C,10MBX809,10.0,,,8.0,5.5,0.39,16.9,346,32.0,,,28.0,65.0,5.6,0.27,0.26,,4.0,700,100.0,,,
B&C,10MD26,10.0,,,8.0,5.8,1.2,19.6,320.0,31.0,,,20.0,76.0,4.8,0.22,0.21,,1.5,350.0,100.0,,,
B&C,10MD555,10.0,,,8.0,5.8,1.2,19.6,320,31.0,,,20.0,76.0,4.8,0.22,0.21,,1.5,700,100.0,,,
B&C,10NDL64,10.0,,,8.0,5.7,0.9,16.2,320.0,37.0,,,31.0,56.0,3.4,0.29,0.26,,6.0,250.0,97.0,,,
B&C,10NDL64,10.0,,,16.0,10.5,1.3,19.1,320,32.0,,,34.5,58.0,3.6,0.33,0.3,,4.5,500,97.0,,,
B&C,10NDL88,10.0,,,8.0,5.1,1.18,20.0,320.0,53.5,,,18.4,61.0,7.3,0.26,0.25,,8.1,700.0,96.0,,,
B&C,10NDL88,10.0,,,16.0,10.7,2.0,26.4,320,52.0,,,15.6,67.0,6.2,0.33,0.32,,7.8,1400,95.5,,,
B&C,10NSM76,10.0,,,8.0,5.2,0.9,21.5,320.0,33.0,,,2.0,235.0,8.6,0.55,0.52,,3.5,400.0,100.0,,,
B&C,10NSM76,10.0,,,16.0,10.7,1.5,21.5,320,33.0,,,2.0,235.0,8.7,0.72,0.66,,3.5,800,99.0,,,
B&C,10NW64,10.0,,,8.0,5.2,0.65,18.3,320.0,47.0,,,22.0,59.0,4.3,0.27,0.26,,6.0,300.0,96.0,,,
B&C,10NW64-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,10NW76,10.0,,,4.0,3.0,0.53,17.0,320.0,45.4,,,17.8,67.0,7.0,0.2,0.19,,6.5,400.0,97.5,,,
B&C,10NW76,10.0,,,8.0,5.5,0.38,20.0,320,47.0,,,17.6,67.0,7.8,0.27,0.26,,6.8,800,96.5,,,
B&C,10NW76,10.0,,,16.0,10.0,0.58,24.7,320,42.5,,,18.5,68.0,8.7,0.3,0.29,,7.0,800,96.8,,,
B&C,10NW76-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,10PE26,10.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,10PLB76,10.0,,,8.0,4.8,0.32,18.4,320,43.0,,,31.0,52.0,3.4,0.2,0.19,,6.0,800,98.0,,,
B&C,10PS26,,,,4.0,,,,,,,,,,,,,,,,,,,
B&C,10PS26,10.0,,,8.0,6.0,1.2,14.1,320.0,33.0,,,38.0,54.0,2.9,0.33,0.29,,5.5,350.0,96.0,,,
B&C,12BG100,12.0,,,8.0,5.1,1.6,23.0,522.0,152.0,,,41.0,39.0,6.8,0.35,0.33,,10.5,1000.0,93.0,,,
B&C,12BG76,12.0,,,8.0,5.4,1.1,22.7,522.0,148.0,,,32.0,44.0,5.9,0.44,0.41,,9.5,500.0,92.0,,,
B&C,12CL64,12.0,,,8.0,5.5,1.1,17.5,522.0,55.0,,,64.0,52.0,4.3,0.32,0.3,,4.5,250.0,98.0,,,
B&C,12CL76,12.0,,,8.0,5.2,1.5,22.4,522.0,70.0,,,59.0,48.0,4.8,0.22,0.21,,6.0,350.0,98.5,,,
B&C,12CLA76,12.0,,,8.0,5.1,0.44,20.2,522.0,64.0,,,56.0,52.0,4.9,0.26,0.25,,5.3,350.0,98.5,,,
B&C,12CLX64,12,,,8.0,5.6,0.54,11.9,522,45.3,,,74,54,10.10,0.61,0.57,,5.5,250,103.8,,,
B&C,12CX32,12,,,8.0,5.1,1.2,15.3,522,38,,,79,57,5.20,0.30,0.28,,4,350,108.3,,,
B&C,12CXN76,12,,,8.0,5.0,0.8,17.6,522,47,,,120,42,8.00,0.20,0.19,,6,350,107.9,,,
B&C,12CXN88,12,,,8.0,5.0,1.05,20.9,522,60,,,59,50,8.30,0.23,0.22,,10.5,500,107.3,,,
B&C,12CXT,12,,,8.0,5.3,1.2,14.4,522,43,,,91,49,3.90,0.35,0.32,,3,200,106.4,,,
B&C,12FCX76,12,,,8.0,5.3,1.3,15.6,522,54,,,82,47,11.00,0.35,0.34,,5,350,105.1,,,
B&C,12FG100,12.0,,,4.0,2.9,1.15,17.24,522.0,161.9,,,53.0,34.0,5.4,0.34,0.32,,10.3,1000.0,91.0,,,
B&C,12FG100,12.0,,,8.0,4.9,0.96,21.4,522,167.8,,,49,34,5.1,0.39,0.36,,10.3,2000,91,,,
B&C,12FHX76,12,,,8.0,5.2,1.6,14.4,522,47,,,88,48,5.40,0.36,0.33,,4,350,105.8,,,
B&C,12FL64,12,,,8.0,5.7,1.6,20.2,522,75,,,50,51,6.60,0.34,0.32,,5,250,103.9,,,
B&C,12FL76,12.0,,,8.0,5.4,1.0,18.7,522.0,64.0,,,57.0,50.0,5.8,0.32,0.3,,6.0,400.0,97.5,,,
B&C,12FW64,12.0,,,8.0,5.2,1.0,15.5,522.0,47.0,,,64.0,55.0,3.5,0.32,0.29,,5.0,250.0,98.0,,,
B&C,12FW76,12.0,,,4.0,3.1,1.0,20.4,522.0,69.5,,,48.5,54.0,4.2,0.17,0.18,,7.0,500.0,99.0,,,
B&C,12FW76,12.0,,,8.0,5.1,1.4,26.4,522,75,,,45,54,3.8,0.18,0.18,,7,1000,100,,,
B&C,12FW88,12.0,,,8.0,5.1,0.9,19.5,531.0,76.4,,,45.7,53.0,7.7,0.35,0.33,,8.0,700.0,97.0,,,
B&C,12HCX76,12,,,8.0,5.0,0.8,17.6,522,47,,,120,42,8.00,0.20,0.19,,6,350,107.9,,,
B&C,12HPL51,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,12HPL64,12.0,,,8.0,6.0,1.1,14.9,522,42.0,,,85.0,52.0,3.3,0.35,0.32,,4.0,400,100.0,,,
B&C,12HPL76,12,,,8.0,6.0,1.5,17.3,522,43,,,91,49,2.50,0.26,0.25,,4,350,106.9,,,
B&C,12MH32,12.0,,,8.0,5.2,0.83,22.3,522.0,54.0,,,63.0,53.0,7.2,0.2,0.19,,5.0,400.0,101.0,,,
B&C,12MH36,12.0,,,8.0,5.2,0.83,22.3,522,54.0,,,63.0,53.0,7.2,0.2,0.19,,5.0,800,101.0,,,
B&C,12MH801,12.0,,,8.0,5.0,0.57,18.6,522,46.0,,,76.0,53.0,5.6,0.22,0.21,,6.0,700,100.0,,,
B&C,12MH888,12.0,,,8.0,5.0,0.57,18.6,522,46.0,,,76.0,53.0,5.6,0.22,0.21,,6.0,700,100.0,,,
B&C,12NBX100,12.0,,,4.0,3.6,1.35,23.04,531.0,133.0,,,46.5,40.0,7.05,0.23,0.22,,10.0,1000.0,94.0,,,
B&C,12NBX100,12.0,,,8.0,5.1,1.9,25.6,531,117,,,51,41,3.9,0.24,0.22,,10,2000,96,,,
B&C,12NBX100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,12NDL76,12.0,,,4.0,3.1,0.72,16.5,522.0,54.0,,,70.0,50.0,3.25,0.2,0.19,,6.0,400.0,100.0,,,
B&C,12NDL76,12.0,,,8.0,5.3,1,20.1,522,53,,,73,50,4.2,0.21,0.2,,7,800,100,,,
B&C,12NDL76,12.0,,,16.0,10.2,1.7,24.7,522,56,,,69,50,3.8,0.3,0.27,,7,800,100,,,
B&C,12NDL88,12.0,,,4.0,3.1,0.9,16.6,522.0,73.6,,,57.0,48.0,6.8,0.25,0.24,,8.0,700.0,97.0,,,
B&C,12NDL88,12.0,,,8.0,5,1.3,19.9,522,71,,,52,51,5,0.29,0.27,,8,1400,98,,,
B&C,12NDL88,12.0,,,16.0,11.1,2.1,25.3,522,70,,,55,50,8.3,0.38,0.37,,8,1400,97,,,
B&C,12NW100,12.0,,,4.0,3.8,1.79,24.38,531.0,120.0,,,43.3,44.0,5.8,0.21,0.2,,9.0,1000.0,92.0,,,
B&C,12NW100,12.0,,,8.0,5.1,1.9,28,531,119,,,44,42,3.6,0.21,0.2,,9,2000,96,,,
B&C,12NW100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,12NW76,12.0,,,4.0,3.4,1.1,22.0,522.0,82.0,,,64.5,43.0,3.75,0.15,0.15,,8.0,500.0,98.0,,,
B&C,12NW76,12.0,,,8.0,5.3,1.25,25.5,522,77,,,76,40,3.7,0.17,0.16,,8,1000,98.5,,,
B&C,12NW76,,,,16.0,,,,,,,,,,,,,,,,,,,
B&C,12PE32,12.0,,,8.0,5.8,1.2,19.1,522.0,37.0,,,101.0,51.0,7.6,0.19,0.18,,2.8,250.0,101.0,,,
B&C,12PH32,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,12PL32,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,12PLB100,12.0,,,8.0,5.1,1.6,18.4,531.0,77.0,,,47.0,50.0,9.2,0.38,0.37,,9.0,600.0,97.0,,,
B&C,12PLB76,12.0,,,8.0,5.0,1.2,18.6,522.0,51.0,,,75.0,50.0,5.3,0.24,0.23,,5.0,350.0,99.0,,,
B&C,12PS100,12.0,,,8.0,5.3,2.0,22.5,531.0,106.0,,,47.0,44.0,3.9,0.29,0.27,,8.0,700.0,93.0,,,
B&C,12PS100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,12PS32,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,12PS76,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,12PZ32,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,12SW115,12.0,,,4.0,3.1,1.35,23.8,522.0,192.0,,,33.0,39.0,9.8,0.26,0.25,,13.8,1700.0,92.0,,,
B&C,12SW115,12.0,,,8.0,5.1,1.9,30.3,522,198,,,34,38,9.3,0.26,0.25,,13.5,3400,92.5,,,
B&C,12TBX100,12.0,,,4.0,3.6,1.74,22.91,531.0,125.0,,,41.1,44.0,6.23,0.24,0.23,,9.0,1000.0,93.0,,,
B&C,12TBX100,12.0,,,8.0,5.1,1.6,25.5,531,119,,,37.5,42,6.9,0.27,0.26,,9,2000,95,,,
B&C,12XM800,12.0,,,8.0,5.1,1.1,21.3,522,50.0,,,71.0,52.0,6.3,0.2,0.19,,3.5,800,102.0,,,
B&C,14DS88,13.5,,,8.0,5.6,2.05,36.9,707,170.0,,,55.0,44.0,8.0,0.19,0.18,,11.0,1400,97.3,,,
B&C,14NA100,13.5,,,8.0,5.1,0.74,23.5,707,96.5,,,99.5,43.0,5.6,0.24,0.23,,8.8,1600,99.0,,,
B&C,14NDL76,13.5,,,8.0,5.0,1.1,19.0,707,85.0,,,123.0,41.0,8.2,0.31,0.3,,8.0,1000,99.0,,,
B&C,14NDL88,13.5,,,4.0,3.1,0.85,16.9,707,89.0,,,128.0,40.0,8.2,0.24,0.23,,8.0,1400,98.0,,,
B&C,14NDL88,13.5,,,8.0,5.0,1.2,19.9,707,86.0,,,102.0,45.0,7.8,0.31,0.3,,8.0,1400,99.0,,,
B&C,14NDL88,13.5,,,16.0,11.0,2.05,25.0,707,79.5,,,115.0,44.0,10.6,0.39,0.37,,7.5,1400,98.0,,,
B&C,15BG100,15.0,,,8.0,5.1,1.6,23.0,855.0,240.0,,,83.0,36.0,5.0,0.49,0.44,,10.5,1000.0,94.5,,,
B&C,15BG76,15.0,,,8.0,5.4,1.29,21.7,855.0,194.0,,,68.4,44.0,6.2,0.61,0.56,,9.6,500.0,93.4,,,
B&C,15CL76,15.0,,,4.0,3.5,1.0,19.1,855.0,106.5,,,140.0,42.0,4.7,0.27,0.25,,7.0,400.0,98.0,,,
B&C,15CL76,15.0,,,8.0,5.1,1.3,21,855,108,,,135,42,7.9,0.34,0.33,,7,800,98.5,,,
B&C,15CLA76,15.0,,,8.0,5.2,0.5,19.8,855.0,93.0,,,176.0,40.0,6.9,0.31,0.3,,5.5,350.0,99.0,,,
B&C,15CX40,15,,,8.0,5.1,1.1,15.9,855,84,,,162,44,6.70,0.46,0.43,,4.5,400,106.1,,,
B&C,15DS100,15.0,,,4.0,2.4,2.8,24.3,855.0,233.0,,,73.0,39.0,8.16,0.23,0.23,,13.0,1500.0,96.8,,,
B&C,15DS100,15.0,,,8.0,4.5,4.6,30.68,855,220,,,76,39,7.75,0.27,0.26,,14.5,3000,96.8,,,
B&C,15DS115,15.0,,,4.0,3.2,3.2,33.6,855.0,273.0,,,83.0,34.0,4.7,0.17,0.16,,16.5,1600.0,96.0,,,
B&C,15DS115,15.0,,,8.0,4.9,4.5,38.7,855,254,,,94,33,5.2,0.18,0.17,,16.5,3200,97,,,
B&C,15FHX76,15,,,8.0,5.2,1.5,15.5,855,88,,,186,40,5.20,0.47,0.43,,7,400,105.3,,,
B&C,15FW76,15.0,,,8.0,5.1,1.4,26.2,855.0,117.0,,,138.0,40.0,5.1,0.22,0.21,,7.0,500.0,100.0,,,
B&C,15FW88,15.0,,,8.0,5.2,0.81,19.27,855.0,106.8,,,103.7,49.0,9.3,0.45,0.43,,8.0,700.0,98.0,,,
B&C,15HPL76,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15HPL76W,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15HTX100-8-8,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15NA100,15.0,,,8.0,5.1,1.2,26.3,855.0,136.0,,,88.0,47.0,6.1,0.29,0.28,,10.0,800.0,98.0,,,
B&C,15NBX100,15.0,,,4.0,3.6,1.58,22.69,855.0,176.0,,,109.6,37.0,4.77,0.3,0.27,,10.0,1000.0,95.0,,,
B&C,15NBX100,15.0,,,8.0,5.1,2,25,855,151,,,125,36,4.2,0.31,0.29,,10,2000,97,,,
B&C,15NDL76,,,,4.0,,,,,,,,,,,,,,,,,,,
B&C,15NDL76,15.0,,,8.0,5.3,1.5,22.5,855.0,96.0,,,195.0,37.0,4.5,0.24,0.22,,7.0,500.0,99.5,,,
B&C,15NDL88,15.0,,,4.0,3.0,0.9,16.5,855.0,102.0,,,154.0,41.0,7.5,0.29,0.28,,8.0,700.0,99.0,,,
B&C,15NDL88,15.0,,,8.0,5,1.25,20.1,855,102,,,126,45,6.1,0.36,0.34,,8,1400,99,,,
B&C,15NW100,15.0,,,4.0,3.7,1.74,24.54,855.0,180.0,,,126.1,34.0,5.41,0.23,0.23,,9.0,1000.0,95.0,,,
B&C,15NW100,15.0,,,8.0,5.1,1.9,28,855,173,,,139,33,4.3,0.23,0.22,,9,2000,97,,,
B&C,15NW76,15.0,,,4.0,3.1,0.88,20.64,855.0,119.0,,,143.0,39.0,6.41,0.21,0.21,,8.0,600.0,99.0,,,
B&C,15NW76,15.0,,,8.0,5.3,1.25,25.5,855,104,,,130,42,4.3,0.23,0.22,,8,1200,100.5,,,
B&C,15PE40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PH40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PK40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PL100,15.0,,,8.0,5.0,1.7,26.8,855,121.0,,,154.0,37.0,6.6,0.21,0.2,,7.0,1400,97.0,,,
B&C,15PL40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PLB76,15.0,,,8.0,5.0,1.3,22.1,855.0,88.0,,,164.0,42.0,5.9,0.26,0.25,,5.0,400.0,100.0,,,
B&C,15PS100,,,,4.0,,,,,,,,,,,,,,,,,,,
B&C,15PS100,15.0,,,8.0,5.2,2.0,21.2,855.0,160.0,,,103.0,39.0,6.0,0.47,0.43,,8.0,700.0,95.0,,,
B&C,15PS40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PS76,15.0,,,8.0,5.0,1.3,22.1,855,106.0,,,164.0,38.0,5.2,0.28,0.26,,7.5,1100,99.0,,,
B&C,15PWB40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PZ40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15PZB100,15.0,,,8.0,5.2,2.0,25.8,855.0,154.0,,,110.0,39.0,6.5,0.3,0.29,,8.0,700.0,97.0,,,
B&C,15PZB40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15RBX100,15.0,,,4.0,3.7,0.9,21.3,908,159.0,,,105.0,42.0,6.3,0.38,0.35,,9.0,2000,94.0,,,
B&C,15RBX100,15.0,,,8.0,5.3,1.2,24.0,908,154.0,,,100.0,44.0,5.65,0.4,0.38,,9.0,2000,95.0,,,
B&C,15RBX100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,15SW100,15.0,,,4.0,3.2,1.48,22.09,855.0,193.0,,,99.5,37.0,5.33,0.29,0.28,,12.5,1500.0,95.0,,,
B&C,15SW100,15.0,,,8.0,5.4,2.2,25.6,855,176,,,110,37,4.8,0.34,0.31,,12.5,3000,95,,,
B&C,15SW115,15.0,,,4.0,3.2,1.27,25.5,855.0,212.0,,,105.0,34.0,5.8,0.23,0.22,,13.5,1700.0,96.0,,,
B&C,15SW115,15.0,,,8.0,5.2,1.8,30,855,200,,,110,35,4.4,0.25,0.24,,13.5,3400,96,,,
B&C,15TBW100,15.0,,,4.0,3.2,1.64,22.56,855.0,197.0,,,88.0,39.0,5.55,0.3,0.28,,12.0,1500.0,95.0,,,
B&C,15TBW100,15.0,,,8.0,5.3,2.2,26.4,855,181,,,96,39,4.4,0.33,0.31,,12,3000,96,,,
B&C,15TBX100,15.0,,,4.0,3.7,1.49,22.13,855.0,173.0,,,129.6,34.0,5.73,0.28,0.27,,9.0,1000.0,93.0,,,
B&C,15TBX100,15.0,,,8.0,5.1,1.6,25.5,855,163,,,113,35,5.2,0.3,0.28,,9,2000,96,,,
B&C,15TBX40,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,15XM800,15.0,,,8.0,5.1,1.3,22.1,855,88.0,,,164.0,42.0,5.9,0.26,0.25,,5.0,800,100.0,,,
B&C,18DS100,18.0,,,4.0,2.5,2.82,24.3,1210,300.0,,,157.0,32.0,10.0,0.24,0.24,,14.0,3000,98.0,,,
B&C,18DS100,18.0,,,8.0,4.5,4.4,30.0,1210,278.0,,,155.0,34.0,9.5,0.3,0.29,,14.5,3000,97.5,,,
B&C,18DS100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,18DS115,18.0,,,4.0,3.3,2.8,34.0,1210,348.0,,,177.0,30.0,4.75,0.18,0.17,,16.5,3400,97.0,,,
B&C,18DS115,18.0,,,8.0,5.0,3.85,39.0,1210,330.0,,,168.0,30.0,4.3,0.21,0.2,,16.5,3400,98.0,,,
B&C,18IPAL,18.0,,,2.0,1.3,0.65,24.5,1210,330.0,,,164.0,32.0,4.2,0.14,0.14,,20.0,3400,97.0,,,
B&C,18NBX100,18.0,,,4.0,3.6,1.74,22.0,1210,225.0,,,192.0,35.0,7.0,0.39,0.37,,10.0,2400,96.0,,,
B&C,18NBX100,18.0,,,8.0,5.2,1.85,24.8,1210,217.0,,,198.0,35.0,5.6,0.4,0.38,,10.0,2400,96.5,,,
