1.270000;0.000000;0.000000
1.317392;0.000000;0.151683
1.406027;0.000000;0.375883
1.561504;0.000000;0.685933
1.812466;0.000000;1.090019
2.194446;0.000000;1.605783
2.743689;0.000000;2.253552
3.464284;0.000000;3.025063
4.353064;0.000000;3.915898
5.395009;0.000000;4.913880
6.531000;0.000000;5.965625
7.714023;0.000000;7.025461
8.854362;0.000000;8.001020
9.935158;0.000000;8.857602
10.974075;0.000000;9.585590
11.996814;0.000000;10.182957
13.008868;0.000000;10.644890
14.056214;0.000000;10.992843
15.199151;0.000000;11.244773
16.486137;0.000000;11.410145
17.900000;0.000000;11.500000

1.265893;0.102053;0.000000
1.313209;0.105868;0.151683
1.401936;0.113021;0.375883
1.557884;0.125593;0.685933
1.809907;0.145911;1.090019
2.193678;0.176849;1.605783
2.745451;0.221332;2.253552
3.469038;0.279666;3.025063
4.360909;0.351566;3.915898
5.405595;0.435787;4.913880
6.543432;0.527516;5.965625
7.727034;0.622936;7.025461
8.866609;0.714806;8.001020
9.945604;0.801792;8.857602
10.982119;0.885353;9.585590
12.002299;0.967598;10.182957
13.012068;1.049003;10.644890
14.057618;1.133293;10.992843
15.199375;1.225339;11.244773
16.485900;1.329055;11.410145
17.900000;1.443057;11.500000

1.253599;0.203447;0.000000
1.300661;0.211084;0.151683
1.389546;0.225510;0.375883
1.546601;0.250998;0.685933
1.801210;0.292319;1.090019
2.189393;0.355317;1.605783
2.747399;0.445876;2.253552
3.478357;0.564503;3.025063
4.377865;0.710484;3.915898
5.429426;0.881142;4.913880
6.572128;1.066592;5.965625
7.757736;1.259004;7.025461
8.896223;1.443769;8.001020
9.971687;1.618307;8.857602
11.003158;1.785704;9.585590
12.017741;1.950361;10.182957
13.022297;2.113391;10.644890
14.063485;2.282365;10.992843
15.201989;2.467133;11.244773
16.486560;2.675606;11.410145
17.900000;2.904994;11.500000

1.233196;0.303524;0.000000
1.279792;0.314993;0.151683
1.368703;0.336876;0.375883
1.526989;0.375835;0.685933
1.784719;0.439269;1.090019
2.178325;0.536147;1.605783
2.743996;0.675374;2.253552
3.484004;0.857511;3.025063
4.392949;1.081228;3.915898
5.453256;1.342199;4.913880
6.602709;1.625112;5.965625
7.792194;1.917878;7.025461
8.931298;2.198243;8.001020
10.004640;2.462423;8.857602
11.032058;2.715299;9.585590
12.041495;2.963750;10.182957
13.040662;3.209673;10.644890
14.076641;3.464656;10.992843
15.210282;3.743677;11.244773
16.490438;4.058759;11.410145
17.900000;4.405692;11.500000

1.204818;0.401639;0.000000
1.250680;0.416927;0.151683
1.339213;0.446440;0.375883
1.498141;0.499421;0.685933
1.758157;0.586100;1.090019
2.155994;0.718723;1.605783
2.727700;0.909307;2.253552
3.474829;1.158370;3.025063
4.391364;1.463907;3.915898
5.459279;1.819907;4.913880
6.615829;2.205455;5.965625
7.811577;2.604070;7.025461
8.955565;2.985431;8.001020
10.032221;3.344345;8.857602
11.061266;3.687388;9.585590
12.070547;4.023842;10.182957
13.067777;4.356279;10.644890
14.100034;4.700392;10.992843
15.227980;5.076405;11.244773
16.500243;5.500527;11.410145
17.900000;5.967151;11.500000

1.168647;0.497155;0.000000
1.213433;0.516208;0.151683
1.300792;0.553371;0.375883
1.458768;0.620576;0.685933
1.718325;0.730994;1.090019
2.116187;0.900249;1.605783
2.688175;1.143579;2.253552
3.435720;1.461593;3.025063
4.353198;1.851898;3.915898
5.423625;2.307269;4.913880
6.585545;2.801562;5.965625
7.790479;3.314155;7.025461
8.946790;3.806062;8.001020
10.037249;4.269955;8.857602
11.079548;4.713360;9.585590
12.099485;5.147252;10.182957
13.102966;5.574144;10.644890
14.136168;6.013679;10.992843
15.258877;6.491292;11.244773
16.518895;7.027318;11.410145
17.900000;7.614855;11.500000

1.124918;0.589457;0.000000
1.168199;0.612135;0.151683
1.253131;0.656640;0.375883
1.407391;0.737472;0.685933
1.661547;0.870650;1.090019
2.051812;1.075148;1.605783
2.613735;1.369596;2.253552
3.349719;1.755251;3.025063
4.256239;2.230267;3.915898
5.319739;2.787540;4.913880
6.482977;3.397076;5.965625
7.700492;4.035054;7.025461
8.879851;4.653037;8.001020
9.999937;5.239962;8.857602
11.073445;5.802479;9.585590
12.121104;6.351452;10.182957
13.144189;6.887548;10.644890
14.186580;7.433760;10.992843
15.306168;8.020424;11.244773
16.549040;8.671688;11.410145
17.900000;9.379590;11.500000

1.073913;0.677945;0.000000
1.115197;0.704007;0.151683
1.196116;0.755090;0.375883
1.343030;0.847835;0.685933
1.585230;1.000732;1.090019
1.957788;1.235922;1.605783
2.495974;1.575671;2.253552
3.204637;2.023039;3.025063
4.084530;2.578502;3.915898
5.128543;3.237572;4.913880
6.287348;3.969108;5.965625
