1.270000;0.000000;0.000000
1.306196;0.000000;0.118708
1.371261;0.000000;0.294169
1.482286;0.000000;0.536817
1.659372;0.000000;0.853058
1.929640;0.000000;1.256699
2.323567;0.000000;1.763649
2.850693;0.000000;2.367441
3.516109;0.000000;3.064616
4.318532;0.000000;3.845645
5.226899;0.000000;4.668750
6.221450;0.000000;5.498187
7.237211;0.000000;6.261668
8.251933;0.000000;6.932036
9.261548;0.000000;7.501766
10.264127;0.000000;7.969271
11.237842;0.000000;8.330783
12.201019;0.000000;8.603095
13.175550;0.000000;8.800257
14.144944;0.000000;8.929679
15.000000;0.000000;9.000000

1.266080;0.099713;0.000000
1.302209;0.102559;0.118708
1.367299;0.107685;0.294169
1.478571;0.116448;0.536817
1.656282;0.130444;0.853058
1.927689;0.151820;1.256699
2.323334;0.182980;1.763649
2.852606;0.224664;2.367441
3.520334;0.277252;3.064616
4.324885;0.340616;3.845645
5.234768;0.412276;4.668750
6.229937;0.490653;5.498187
7.245344;0.570624;6.261668
8.258957;0.650454;6.932036
9.267018;0.729846;7.501766
10.267914;0.808674;7.969271
11.240120;0.885242;8.330783
12.202112;0.961006;8.603095
13.175863;1.037696;8.800257
14.144919;1.114016;8.929679
15.000000;1.181360;9.000000

1.254342;0.198810;0.000000
1.290259;0.204503;0.118708
1.355352;0.214820;0.294169
1.467189;0.232546;0.536817
1.646415;0.260953;0.853058
1.920640;0.304417;1.256699
2.320561;0.367804;1.763649
2.855197;0.452542;2.367441
3.528738;0.559297;3.064616
4.338730;0.687679;3.845645
5.252676;0.832538;4.668750
6.249847;0.990587;5.498187
7.264969;1.151482;6.261668
8.276468;1.311802;6.932036
9.281263;1.471060;7.501766
10.278438;1.629110;7.969271
11.247141;1.782647;8.330783
12.206193;1.934655;8.603095
13.177748;2.088644;8.800257
14.145466;2.242025;8.929679
15.000000;2.377467;9.000000

1.234861;0.296680;0.000000
1.270396;0.305218;0.118708
1.335363;0.320826;0.294169
1.447782;0.347836;0.536817
1.628825;0.391332;0.853058
1.906555;0.458058;1.256699
2.311860;0.555434;1.763649
2.853287;0.685514;2.367441
3.534275;0.849124;3.064616
4.351448;1.045454;3.845645
5.271187;1.266425;4.668750
6.271993;1.506873;5.498187
7.288199;1.751021;6.261668
8.298604;1.993775;6.932036
9.300746;2.234543;7.501766
10.294362;2.473264;7.969271
11.259266;2.705086;8.330783
12.214637;2.934618;8.603095
13.182817;3.167227;8.800257
14.147641;3.399030;8.929679
15.000000;3.603813;9.000000

1.207755;0.392719;0.000000
1.242714;0.404086;0.118708
1.307266;0.425076;0.294169
1.419878;0.461693;0.536817
1.602231;0.520988;0.853058
1.882801;0.612220;1.256699
2.292635;0.745483;1.763649
2.839888;0.923430;2.367441
3.527466;1.147006;3.064616
4.351471;1.414943;3.845645
5.277626;1.716095;4.668750
6.283971;2.043323;5.498187
7.304269;2.375087;6.261668
8.317189;2.704452;6.932036
9.320290;3.030625;7.501766
10.313384;3.353544;7.969271
11.276444;3.666696;8.330783
12.228795;3.976367;8.603095
13.192841;4.289840;8.800257
14.152651;4.601936;8.929679
