1.270000;0.000000;-0.000000
1.579442;0.000000;0.824423
2.057738;0.000000;1.781984
2.685109;0.000000;2.820551
3.461066;0.000000;3.939652
4.351960;0.000000;5.085638
5.346358;0.000000;6.234576
6.417370;0.000000;7.343065
7.573328;0.000000;8.404889
8.782536;0.000000;9.376603
10.026917;0.000000;10.234752
11.284059;0.000000;10.957649
12.555592;0.000000;11.537563
13.785008;0.000000;11.941957
14.997028;0.000000;12.167584
16.098464;0.000000;12.188278
17.081316;0.000000;12.005595
17.930491;0.000000;11.610916
18.579821;0.000000;11.023097
19.004666;0.000000;10.243186
19.151731;0.000000;9.320950

1.262015;0.142195;-0.000000
1.568613;0.176740;0.818915
2.044463;0.230356;1.770001
2.669811;0.300815;2.801444
3.443912;0.388036;3.912738
4.332984;0.488210;5.050571
5.325472;0.600037;6.191148
6.394458;0.720482;7.291356
7.548231;0.850481;8.344999
8.755156;0.986469;9.308940
9.997214;1.126416;10.159893
11.252066;1.267803;10.876334
12.521373;1.410820;11.450562
13.748750;1.549112;11.850319
14.958899;1.685463;12.072302
16.058776;1.809390;12.090641
17.040372;1.919989;11.906852
17.888584;2.015559;11.512324
18.537273;2.088649;10.925874
18.961760;2.136477;10.148484
19.108721;2.153036;9.229688

1.238158;0.282602;-0.000000
1.537006;0.350812;0.805915
2.005589;0.457763;1.741861
2.624228;0.598963;2.756829
3.391547;0.774098;3.850299
4.273524;0.975404;4.969796
5.258346;1.200183;6.091890
6.319120;1.442298;7.174150
7.464005;1.703610;8.210469
8.661621;1.976958;9.158403
9.894152;2.258276;9.995042
11.139509;2.542520;10.699213
12.399429;2.830089;11.263329
13.618011;3.108222;11.655674
14.819827;3.382529;11.872956
15.912482;3.631920;11.889782
16.887967;3.854568;11.707628
17.731202;4.047031;11.317994
18.376323;4.194276;10.739444
18.798629;4.290664;9.972913
18.944882;4.324046;9.067203

1.198732;0.419454;-0.000000
1.485493;0.519796;0.789715
1.940659;0.679066;1.707101
